name,compound,areal_density,mu_E,sig_E
water,H2O,800.0,55.440116,2.93525524839164
salt,RbCl,9.0,50.663346666666676,0.6822051498551509
metal,Brass,350.0,49.154165000000006,1.2048563480521928
